job_id,title,seniority,company,industry,location,posted_date,listing_age_days,salary_missing,repost_count,role_recycling_score,hiring_velocity,open_close_ratio,listing_longevity_ratio,closure_ratio,engagement_latency,status,is_ghost,source,listing_age_days,listing_longevity_ratio,salary_missing,repost_count,role_recycling_score,hiring_velocity,open_close_ratio
5B535C85,Frontend Developer,Lead,Vortex Networks,Consulting,"Boston, MA",11-02-2026,17,0,0,0.1827,0.33,0.5714,0.5667,1.0,9,open,0,synthetic,17,0.5667,0,0,0.1827,0.33,0.5714
4F6E56C5,Product Manager,Director,Cascade Technologies,Media,"Denver, CO",09-10-2025,142,0,7,0.9358,3.92,47.0,4.7333,0.0213,32,closed,1,synthetic,142,4.7333,0,7,0.9358,3.92,47.0
D05DB9C4,Business Analyst,Principal,Grid Systems,Retail,"Chicago, IL",14-10-2025,137,0,10,0.956,1.92,5.75,4.5667,0.1739,38,open,1,synthetic,137,4.5667,0,10,0.956,1.92,5.75
990594DB,Marketing Manager,Intern,Meridian Group,Logistics,"Phoenix, AZ",27-12-2025,63,0,3,0.8923,1.67,5.0,2.1,0.2,23,open,1,synthetic,63,2.1,0,3,0.8923,1.67,5.0
2DD4F565,Operations Manager,Senior,Synapse Collective,Manufacturing,Remote,26-04-2025,308,1,11,0.8213,2.0,8.0,10.2667,0.125,24,open,1,synthetic,308,10.2667,1,11,0.8213,2.0,8.0
D30AA1DF,Scrum Master,Principal,Helix Works,Consulting,"Los Angeles, CA",18-10-2025,133,0,11,0.9001,1.58,9.5,4.4333,0.1053,42,open,1,synthetic,133,4.4333,0,11,0.9001,1.58,9.5
DCED9AAE,Technical Lead,Mid-level,Synapse Collective,Manufacturing,"New York, NY",16-12-2025,74,0,5,0.7135,4.92,29.5,2.4667,0.0339,19,open,1,synthetic,74,2.4667,0,5,0.7135,4.92,29.5
13E856C2,HR Generalist,Lead,Pinnacle Technologies,Retail,"Berlin, DE",17-10-2025,134,0,3,0.7184,3.92,11.75,4.4667,0.0851,22,open,1,synthetic,134,4.4667,0,3,0.7184,3.92,11.75
F832FA3E,DevOps Engineer,Mid-level,Cipher Intelligence,Education,"New York, NY",29-07-2025,214,1,12,0.8159,2.75,11.0,7.1333,0.0909,44,open,1,synthetic,214,7.1333,1,12,0.8159,2.75,11.0
4D183FD3,Business Analyst,Senior,Prism Innovations,Retail,"Boston, MA",22-05-2025,282,1,7,0.7919,1.92,46.0,9.4,0.0,11,open,1,synthetic,282,9.4,1,7,0.7919,1.92,46.0
1D6DC939,QA Engineer,Junior,Catalyst Studio,Logistics,"Denver, CO",20-05-2025,284,0,10,0.9023,2.5,7.5,9.4667,0.18797341,31,open,1,synthetic,284,9.4667,0,10,0.9023,2.5,7.5
27A42DAB,Software Engineer,Director,Monolith Solutions,Consulting,"Denver, CO",09-08-2025,203,0,8,0.993,1.67,5.0,6.7667,0.2,33,open,1,synthetic,203,6.7667,0,8,0.993,1.67,5.0
8A661A49,Marketing Manager,Lead,Apex Group,Retail,"Dallas, TX",03-04-2025,331,1,8,0.7448,4.17,25.0,11.0333,0.04,26,open,1,synthetic,331,11.0333,1,8,0.7448,4.17,25.0
9A9CEC53,Operations Manager,Intern,Jade Innovations,Technology,"London, UK",15-10-2025,136,0,8,0.9134,3.25,78.0,4.5333,0.104577523,26,open,1,synthetic,136,4.5333,0,8,0.9134,3.25,78.0
5EDC91A0,Cloud Architect,Director,Grid Systems,Retail,"Austin, TX",21-05-2025,283,0,7,0.8774,4.5,108.0,9.4333,0.0,36,open,1,synthetic,283,9.4333,0,7,0.8774,4.5,108.0
6EA185B5,Frontend Developer,Senior,Prism Dynamics,Technology,"London, UK",18-02-2026,10,0,1,0.1835,1.0,2.4,0.3333,0.4167,10,closed,0,synthetic,10,0.3333,0,1,0.1835,1.0,2.4
9CEE06CA,Product Manager,Senior,Axiom Labs,Logistics,"New York, NY",09-09-2025,172,0,6,0.8953,2.92,11.6667,5.7333,0.0857,26,open,1,synthetic,172,5.7333,0,6,0.8953,2.92,11.6667
62504BD4,Technical Lead,Director,Catalyst Platforms,Media,"Boston, MA",17-02-2026,11,0,0,0.2737,0.33,0.4,0.3667,1.0,6,closed,0,synthetic,11,0.3667,0,0,0.2737,0.33,0.4
08D2189B,Product Manager,Senior,Monolith Solutions,Consulting,"Denver, CO",15-05-2025,289,1,8,0.9809,4.33,104.0,9.6333,0.0,12,open,1,synthetic,289,9.6333,1,8,0.9809,4.33,104.0
0AAFAA3A,Operations Manager,Mid-level,Neon Ventures,Retail,"Phoenix, AZ",16-02-2026,12,0,0,0.1338,0.25,0.12,0.4,1.0,7,open,0,synthetic,12,0.4,0,0,0.1338,0.25,0.12
F5C6D614,Site Reliability Engineer,Senior,Monolith Consulting,Finance,Remote,06-08-2025,206,1,11,0.9046,1.75,7.0,6.8667,0.1429,35,open,1,synthetic,206,6.8667,1,11,0.9046,1.75,7.0
4FD4BB00,Product Manager,Junior,Neon Dynamics,Technology,"Atlanta, GA",08-07-2025,235,0,6,0.7449,2.92,17.5,7.8333,0.0571,38,open,1,synthetic,235,7.8333,0,6,0.7449,2.92,17.5
F8B2A236,Full Stack Developer,Director,Forge Dynamics,Finance,"Phoenix, AZ",15-02-2026,13,0,1,0.0083,1.25,0.8824,0.4333,1.0,2,open,0,synthetic,13,0.4333,0,1,0.0083,1.25,0.8824
F99C20DB,Business Analyst,Director,Jade Systems,Finance,"Chicago, IL",13-12-2025,77,0,11,0.9822,4.0,12.0,2.5667,0.0833,38,open,1,synthetic,77,2.5667,0,11,0.9822,4.0,12.0
38774FB5,Backend Developer,Director,Jade Systems,Finance,"Denver, CO",28-07-2025,215,1,12,0.9889,2.33,14.0,7.1667,0.0714,35,open,1,synthetic,215,7.1667,1,12,0.9889,2.33,14.0
DEDF03C7,UX Designer,Senior,Prism Networks,Education,"London, UK",24-02-2026,4,0,0,0.0043,1.67,1.5385,0.1333,0.65,3,closed,0,synthetic,4,0.1333,0,0,0.0043,1.67,1.5385
EACF90AC,QA Engineer,Principal,Helix Networks,Consulting,"Miami, FL",11-02-2026,17,0,0,0.2996,1.42,0.8947,0.5667,1.0,6,closed,0,synthetic,17,0.5667,0,0,0.2996,1.42,0.8947
CB1633A8,DevOps Engineer,Lead,Helix Networks,Consulting,"London, UK",13-02-2026,15,0,1,0.2433,1.0,2.0,0.5,0.5,4,closed,0,synthetic,15,0.5,0,1,0.2433,1.0,2.0
C80C50B3,Scrum Master,Junior,Monolith Studio,Retail,"Los Angeles, CA",08-06-2025,265,0,8,0.8958,2.92,17.5,8.8333,0.0571,40,open,1,synthetic,265,8.8333,0,8,0.8958,2.92,17.5
C669C26E,Data Scientist,Senior,Monolith Ventures,Education,"Los Angeles, CA",01-02-2026,27,0,0,0.3297,1.17,1.5556,0.9,0.6429,7,closed,0,synthetic,27,0.9,0,0,0.3297,1.17,1.5556
37D5C8CC,Data Engineer,Lead,Monolith Ventures,Education,"Boston, MA",02-02-2026,26,0,0,0.277,1.17,2.3333,0.8667,0.4286,3,open,0,synthetic,26,0.8667,0,0,0.277,1.17,2.3333
98D41E5B,Security Engineer,Mid-level,Zenith Dynamics,Healthcare,"London, UK",13-02-2026,15,0,0,0.1761,0.58,0.3684,0.5,1.0,6,closed,0,synthetic,15,0.5,0,0,0.1761,0.58,0.3684
EDA40CC4,Backend Developer,Mid-level,Ionic Partners,Retail,"London, UK",17-10-2025,134,0,5,0.9203,2.67,8.0,4.4667,0.216020982,20,open,1,synthetic,134,4.4667,0,5,0.9203,2.67,8.0
C3F0DB07,Marketing Manager,Mid-level,Arch Group,Manufacturing,"Boston, MA",24-08-2025,188,1,11,0.671,4.25,102.0,6.2667,0.0,26,open,1,synthetic,188,6.2667,1,11,0.671,4.25,102.0
8A056F52,Full Stack Developer,Lead,Monolith Studio,Retail,"Boston, MA",17-11-2025,103,0,4,0.6726,3.33,13.3333,3.4333,0.075,22,open,1,synthetic,103,3.4333,0,4,0.6726,3.33,13.3333
672058A1,Data Engineer,Junior,Meridian Capital,Retail,"Los Angeles, CA",22-05-2025,282,1,5,0.7932,1.75,10.5,9.4,0.0952,45,open,1,synthetic,282,9.4,1,5,0.7932,1.75,10.5
1DC33BD1,Cloud Architect,Senior,Quark Solutions,Media,"Miami, FL",30-08-2025,182,0,8,0.9574,3.17,38.0,6.0667,0.0263,14,open,1,synthetic,182,6.0667,0,8,0.9574,3.17,38.0
18FB4222,HR Generalist,Director,Apex Digital,Media,"Phoenix, AZ",13-02-2026,15,0,0,0.1548,1.0,0.75,0.5,1.0,2,closed,0,synthetic,15,0.5,0,0,0.1548,1.0,0.75
8FCB3A3F,UX Designer,Junior,Helix Partners,Media,"Los Angeles, CA",27-01-2026,32,0,1,0.1356,1.5,1.0588,1.0667,0.9444,7,open,0,synthetic,32,1.0667,0,1,0.1356,1.5,1.0588
5857A159,Security Engineer,Senior,Stellar Ventures,Finance,"Dallas, TX",04-02-2026,24,0,1,0.2739,1.33,1.0667,0.8,0.9375,5,closed,0,synthetic,24,0.8,0,1,0.2739,1.33,1.0667
6238F6F5,Security Engineer,Junior,Axiom Works,Logistics,"Miami, FL",20-12-2025,70,0,11,0.7433,1.42,5.6667,2.3333,0.1765,40,open,1,synthetic,70,2.3333,0,11,0.7433,1.42,5.6667
8F2DA59A,Platform Engineer,Senior,Prism Analytics,Education,"Atlanta, GA",14-02-2026,14,0,1,0.178,0.92,1.0,0.4667,1.0,10,open,0,synthetic,14,0.4667,0,1,0.178,0.92,1.0
31F61268,UX Designer,Principal,Neon Dynamics,Technology,"Phoenix, AZ",05-04-2025,329,0,9,0.8728,4.17,12.5,10.9667,0.08,38,open,1,synthetic,329,10.9667,0,9,0.8728,4.17,12.5
50B9421E,Financial Analyst,Mid-level,Helix Global,Finance,"San Francisco, CA",06-07-2025,237,1,6,0.7765,3.17,9.5,7.9,0.196055708,14,open,1,synthetic,237,7.9,1,6,0.7765,3.17,9.5
59C658F4,Data Scientist,Junior,Vortex Ventures,Retail,Remote,29-01-2026,30,0,1,0.3435,1.42,1.2143,1.0,0.8235,10,closed,0,synthetic,30,1.0,0,1,0.3435,1.42,1.2143
079ED1F9,Software Engineer,Intern,Zenith Dynamics,Healthcare,Remote,26-02-2026,2,0,1,0.0626,0.5,0.4286,0.0667,1.0,5,closed,0,synthetic,2,0.0667,0,1,0.0626,0.5,0.4286
E3183DB8,Product Manager,Junior,Neon Digital,Consulting,"Berlin, DE",25-09-2025,156,1,12,0.6839,2.17,6.5,5.2,0.261198501,19,open,1,synthetic,156,5.2,1,12,0.6839,2.17,6.5
5E9C5A82,Backend Developer,Director,Vortex Networks,Consulting,"San Francisco, CA",27-01-2026,32,0,1,0.0837,0.58,0.5385,1.0667,1.0,4,open,0,synthetic,32,1.0667,0,1,0.0837,0.58,0.5385
4948F6C9,ML Engineer,Senior,Prism Innovations,Retail,"San Francisco, CA",02-04-2025,332,1,6,0.8027,4.17,25.0,11.0667,0.04,39,closed,1,synthetic,332,11.0667,1,6,0.8027,4.17,25.0
42E1B90A,Security Engineer,Intern,Flux Studio,Finance,"Phoenix, AZ",14-02-2026,14,0,1,0.0492,0.92,0.8462,0.4667,1.0,9,closed,0,synthetic,14,0.4667,0,1,0.0492,0.92,0.8462
4D197E82,UX Designer,Senior,Quantum Solutions,Finance,"Atlanta, GA",23-07-2025,220,0,7,0.9697,1.83,44.0,7.3333,0.0,17,open,1,synthetic,220,7.3333,0,7,0.9697,1.83,44.0
6.17E+30,Technical Lead,Principal,Neon Dynamics,Technology,"Chicago, IL",10-09-2025,171,0,10,0.8265,4.17,100.0,5.7,0.0,30,open,1,synthetic,171,5.7,0,10,0.8265,4.17,100.0
91999FB3,Platform Engineer,Lead,Vortex Systems,Retail,"Dallas, TX",11-02-2026,17,0,0,0.2875,1.67,0.8,0.5667,1.0,6,closed,0,synthetic,17,0.5667,0,0,0.2875,1.67,0.8
9B095646,Sales Executive,Director,Stellar Global,Consulting,"Miami, FL",12-02-2026,16,0,1,0.1704,1.17,1.1667,0.5333,0.8571,4,open,0,synthetic,16,0.5333,0,1,0.1704,1.17,1.1667
90D49AF1,Frontend Developer,Principal,Forge Global,Logistics,"Phoenix, AZ",11-05-2025,293,0,8,0.9008,1.5,18.0,9.7667,0.0556,33,open,1,synthetic,293,9.7667,0,8,0.9008,1.5,18.0
D4AC18E9,Sales Executive,Director,Neon Studio,Media,"Berlin, DE",29-01-2026,30,0,1,0.2393,0.42,0.2,1.0,1.0,10,closed,0,synthetic,30,1.0,0,1,0.2393,0.42,0.2
164E6162,Financial Analyst,Director,Helix Intelligence,Retail,"Berlin, DE",21-02-2026,7,0,0,0.2745,0.58,0.5,0.2333,1.0,8,closed,0,synthetic,7,0.2333,0,0,0.2745,0.58,0.5
0179A93E,Marketing Manager,Junior,Ionic Partners,Retail,"Chicago, IL",19-07-2025,224,1,3,0.7487,1.5,4.5,7.4667,0.2222,18,open,1,synthetic,224,7.4667,1,3,0.7487,1.5,4.5
AEAEBDA9,UX Designer,Principal,Ridge Works,Logistics,"Boston, MA",27-01-2026,32,1,1,0.02,0.42,0.25,1.0667,1.0,5,open,0,synthetic,32,1.0667,1,1,0.02,0.42,0.25
C71C3E90,Data Scientist,Mid-level,Opus Technologies,Media,"Toronto, CA",02-02-2026,26,1,1,0.0802,0.42,0.4167,0.8667,1.0,9,closed,0,synthetic,26,0.8667,1,1,0.0802,0.42,0.4167
2BB186EA,QA Engineer,Senior,Helix Networks,Consulting,"Austin, TX",01-02-2026,27,0,1,0.2783,0.92,0.7333,0.9,1.0,1,open,0,synthetic,27,0.9,0,1,0.2783,0.92,0.7333
83B5015E,HR Generalist,Director,Axiom Studio,Technology,"Seattle, WA",19-11-2025,101,1,12,0.7965,4.08,49.0,3.3667,0.147346439,30,closed,1,synthetic,101,3.3667,1,12,0.7965,4.08,49.0
0B59617F,Data Analyst,Lead,Meridian Group,Logistics,"Chicago, IL",24-05-2025,280,0,8,0.9879,1.67,20.0,9.3333,0.05,44,open,1,synthetic,280,9.3333,0,8,0.9879,1.67,20.0
4E58AF76,Full Stack Developer,Junior,Grid Studio,Logistics,"London, UK",01-02-2026,27,0,0,0.1309,0.75,1.0,0.9,1.0,6,closed,0,synthetic,27,0.9,0,0,0.1309,0.75,1.0
169B8508,Cloud Architect,Principal,Monolith Consulting,Finance,"Austin, TX",06-02-2026,39,0,2,0.298435552,1.25,0.7895,1.3,1.0,6,closed,0,synthetic,39,1.3,0,2,0.298435552,1.25,0.7895
E32A10C1,DevOps Engineer,Principal,Neon Partners,Healthcare,"Denver, CO",18-06-2025,255,0,7,0.7635,4.58,13.75,8.5,0.0727,23,open,1,synthetic,255,8.5,0,7,0.7635,4.58,13.75
F3A38402,Security Engineer,Junior,Ionic Partners,Retail,"Phoenix, AZ",12-06-2025,261,1,12,0.8981,2.83,8.5,8.7,0.1176,29,open,1,synthetic,261,8.7,1,12,0.8981,2.83,8.5
87F6FC52,DevOps Engineer,Director,Monolith Consulting,Finance,"Dallas, TX",24-04-2025,310,0,12,0.8056,2.67,64.0,10.3333,0.0,25,open,1,synthetic,310,10.3333,0,12,0.8056,2.67,64.0
552E5591,Sales Executive,Principal,Orion Networks,Media,"Chicago, IL",12-03-2025,353,0,3,0.8129,4.67,28.0,11.7667,0.0357,20,open,1,synthetic,353,11.7667,0,3,0.8129,4.67,28.0
A7AE4353,Data Analyst,Intern,Pinnacle Technologies,Retail,"Miami, FL",03-05-2025,301,0,8,0.7286,2.0,24.0,10.0333,0.0417,25,open,1,synthetic,301,10.0333,0,8,0.7286,2.0,24.0
238B69E4,Technical Lead,Mid-level,Nova Dynamics,Technology,"Los Angeles, CA",14-01-2026,45,0,1,0.3028,0.5,0.2609,1.5,1.0,7,open,0,synthetic,45,1.5,0,1,0.3028,0.5,0.2609
C58D5858,Product Manager,Senior,Jade Systems,Finance,"Toronto, CA",11-11-2025,109,1,8,0.8845,1.92,5.75,3.6333,0.1739,36,open,1,synthetic,109,3.6333,1,8,0.8845,1.92,5.75
5AADF8C9,Security Engineer,Mid-level,Axiom Works,Logistics,"Chicago, IL",06-03-2025,359,1,9,0.7113,2.5,10.0,11.9667,0.1,27,open,1,synthetic,359,11.9667,1,9,0.7113,2.5,10.0
2438F793,HR Generalist,Junior,Axiom Studio,Technology,"Boston, MA",29-11-2025,91,1,10,0.6637,3.0,72.0,3.0333,0.0,38,closed,1,synthetic,91,3.0333,1,10,0.6637,3.0,72.0
F4745EC1,Sales Executive,Principal,Vortex Systems,Retail,"San Francisco, CA",25-01-2026,34,0,1,0.0961,0.25,0.4286,1.1333,1.0,4,open,0,synthetic,34,1.1333,0,1,0.0961,0.25,0.4286
B7889C2C,Frontend Developer,Director,Pulse Studio,Consulting,"San Francisco, CA",25-01-2026,34,0,0,0.011,0.5,0.6667,1.1333,1.0,6,open,0,synthetic,34,1.1333,0,0,0.011,0.5,0.6667
D76E9B8E,Data Analyst,Intern,Flux Innovations,Consulting,"Dallas, TX",15-02-2026,13,1,0,0.1865,0.92,0.7857,0.4333,1.0,2,closed,0,synthetic,13,0.4333,1,0,0.1865,0.92,0.7857
577179A1,Marketing Manager,Principal,Helix Digital,Logistics,"Dallas, TX",22-01-2026,37,0,0,0.0195,0.25,0.1667,1.2333,1.0,9,open,0,synthetic,37,1.2333,0,0,0.0195,0.25,0.1667
08862B8F,Technical Lead,Intern,Vertex Partners,Logistics,"San Francisco, CA",05-02-2026,23,1,0,0.0795,0.33,0.2,0.7667,1.0,10,closed,0,synthetic,23,0.7667,1,0,0.0795,0.33,0.2
3F0895BC,Data Scientist,Lead,Quark Solutions,Media,"London, UK",04-07-2025,239,1,11,0.7513,4.42,13.25,7.9667,0.0755,27,closed,1,synthetic,239,7.9667,1,11,0.7513,4.42,13.25
BD33459D,QA Engineer,Intern,Orion Networks,Media,"Berlin, DE",20-03-2025,345,0,12,0.9796,2.17,8.6667,11.5,0.1154,34,open,1,synthetic,345,11.5,0,12,0.9796,2.17,8.6667
8A47699A,Security Engineer,Lead,Quark Solutions,Media,"San Francisco, CA",14-04-2025,320,1,12,0.88,3.08,37.0,10.6667,0.027,19,open,1,synthetic,320,10.6667,1,12,0.88,3.08,37.0
8903665,Cloud Architect,Director,Jade Systems,Finance,"San Francisco, CA",13-05-2025,291,1,9,0.6824,2.33,14.0,9.7,0.0714,37,open,1,synthetic,291,9.7,1,9,0.6824,2.33,14.0
FE5E1B5C,Business Analyst,Intern,Grid Systems,Retail,"Atlanta, GA",29-03-2025,336,1,5,0.8351,3.08,74.0,11.2,0.0,24,open,1,synthetic,336,11.2,1,5,0.8351,3.08,74.0
C0155FAC,QA Engineer,Junior,Meridian Group,Logistics,"London, UK",15-10-2025,136,1,11,0.7332,4.42,13.25,4.5333,0.0755,17,open,1,synthetic,136,4.5333,1,11,0.7332,4.42,13.25
22D2F62D,Operations Manager,Mid-level,Ionic Consulting,Finance,"Phoenix, AZ",20-02-2026,35,1,3,0.458168185,0.58,0.7,1.1667,1.0,5,open,0,synthetic,35,1.1667,1,3,0.458168185,0.58,0.7
E4E9F565,Business Analyst,Lead,Flux Partners,Technology,"New York, NY",19-02-2026,9,0,1,0.2022,0.17,0.1053,0.3,1.0,6,open,0,synthetic,9,0.3,0,1,0.2022,0.17,0.1053
683EF2A6,Data Scientist,Principal,Vector Analytics,Finance,"Berlin, DE",25-08-2025,187,0,6,0.7636,1.83,44.0,6.2333,0.0,45,open,1,synthetic,187,6.2333,0,6,0.7636,1.83,44.0
B48CB64F,Data Analyst,Senior,Catalyst Labs,Technology,"London, UK",30-08-2025,182,1,4,0.8125,2.25,54.0,6.0667,0.0,45,closed,1,synthetic,182,6.0667,1,4,0.8125,2.25,54.0
0E83B83A,Financial Analyst,Lead,Horizon Works,Healthcare,"Berlin, DE",09-02-2026,19,0,0,0.3168,0.5,0.8571,0.6333,1.0,8,closed,0,synthetic,19,0.6333,0,0,0.3168,0.5,0.8571
BD858642,Security Engineer,Lead,Blaze Capital,Healthcare,"Chicago, IL",21-02-2026,7,0,0,0.1686,0.58,0.4118,0.2333,1.0,4,closed,0,synthetic,7,0.2333,0,0,0.1686,0.58,0.4118
8BD487DF,Marketing Manager,Lead,Vortex Networks,Consulting,"Dallas, TX",27-02-2026,1,0,1,0.299,1.0,0.75,0.0333,1.0,8,open,0,synthetic,1,0.0333,0,1,0.299,1.0,0.75
0526CC99,DevOps Engineer,Lead,Neon Digital,Consulting,"Seattle, WA",16-04-2025,318,1,4,0.8504,3.75,22.5,10.6,0.173746545,27,open,1,synthetic,318,10.6,1,4,0.8504,3.75,22.5
54458790,Backend Developer,Principal,Helix Global,Finance,"London, UK",24-03-2025,341,1,3,0.9409,3.67,44.0,11.3667,0.0227,14,open,1,synthetic,341,11.3667,1,3,0.9409,3.67,44.0
156C3820,UX Designer,Senior,Ionic Analytics,Manufacturing,"Boston, MA",01-03-2025,364,0,10,0.9432,3.75,11.25,12.1333,0.0889,26,open,1,synthetic,364,12.1333,0,10,0.9432,3.75,11.25
AA3A3FA3,Backend Developer,Lead,Helix Intelligence,Retail,"Denver, CO",24-01-2026,35,0,1,0.3062,1.42,0.7083,1.1667,1.0,9,open,0,synthetic,35,1.1667,0,1,0.3062,1.42,0.7083
688C339E,Product Manager,Junior,Ionic Partners,Retail,"San Francisco, CA",03-05-2025,301,0,4,0.9663,4.58,13.75,10.0333,0.0727,44,open,1,synthetic,301,10.0333,0,4,0.9663,4.58,13.75
EBD6F7DB,Platform Engineer,Mid-level,Neon Partners,Healthcare,"Boston, MA",19-11-2025,101,1,12,0.9544,2.08,6.25,3.3667,0.263328364,10,open,1,synthetic,101,3.3667,1,12,0.9544,2.08,6.25
EB8EF666,Product Manager,Intern,Orion Systems,Healthcare,"Phoenix, AZ",14-08-2025,198,0,4,0.8917,4.42,106.0,6.6,0.0,13,open,1,synthetic,198,6.6,0,4,0.8917,4.42,106.0
8032D755,ML Engineer,Principal,Jade Ventures,Retail,"Toronto, CA",20-02-2026,8,0,1,0.1682,1.0,1.7143,0.2667,0.5833,9,open,0,synthetic,8,0.2667,0,1,0.1682,1.0,1.7143
87F15807,DevOps Engineer,Director,Apex Digital,Media,"New York, NY",01-02-2026,27,0,0,0.1037,0.92,0.5,0.9,1.0,3,closed,0,synthetic,27,0.9,0,0,0.1037,0.92,0.5
2CC68E9E,HR Generalist,Mid-level,Helix Works,Consulting,"Miami, FL",26-10-2025,125,0,11,0.826,4.33,52.0,4.1667,0.0192,13,open,1,synthetic,125,4.1667,0,11,0.826,4.33,52.0
CB53B003,Cloud Architect,Senior,Quark Consulting,Finance,"Austin, TX",21-01-2026,38,0,1,0.1466,0.17,0.3333,1.2667,1.0,6,closed,0,synthetic,38,1.2667,0,1,0.1466,0.17,0.3333
141E7FB9,Frontend Developer,Director,Axiom Works,Logistics,"New York, NY",04-05-2025,300,0,4,0.9789,3.67,14.6667,10.0,0.0682,24,open,1,synthetic,300,10.0,0,4,0.9789,3.67,14.6667
45A25759,Business Analyst,Junior,Jade Innovations,Technology,"Phoenix, AZ",27-07-2025,216,0,11,0.6701,1.42,5.6667,7.2,0.1765,10,open,1,synthetic,216,7.2,0,11,0.6701,1.42,5.6667
11318D12,HR Generalist,Intern,Horizon Collective,Logistics,"Miami, FL",26-01-2026,33,0,1,0.1999,0.58,1.4,1.1,0.7143,2,closed,0,synthetic,33,1.1,0,1,0.1999,0.58,1.4
F6AEEE7C,Software Engineer,Principal,Catalyst Partners,Healthcare,"Seattle, WA",23-02-2026,5,0,0,0.3184,1.33,0.8889,0.1667,1.0,10,closed,0,synthetic,5,0.1667,0,0,0.3184,1.33,0.8889
8D366A2A,UX Designer,Senior,Prism Platforms,Retail,"Miami, FL",25-02-2026,3,1,0,0.0326,1.17,0.9333,0.1,1.0,4,open,0,synthetic,3,0.1,1,0,0.0326,1.17,0.9333
F5FDF932,Full Stack Developer,Senior,Monolith Analytics,Media,"Toronto, CA",27-04-2025,307,1,10,0.907,3.0,9.0,10.2333,0.1111,32,closed,1,synthetic,307,10.2333,1,10,0.907,3.0,9.0
B3EFFD46,HR Generalist,Intern,Forge Works,Healthcare,"Dallas, TX",06-06-2025,267,0,4,0.7903,4.17,100.0,8.9,0.0,36,open,1,synthetic,267,8.9,0,4,0.7903,4.17,100.0
B0849A3C,Backend Developer,Junior,Catalyst Innovations,Media,"Dallas, TX",07-10-2025,144,0,10,0.8637,3.42,20.5,4.8,0.0488,38,open,1,synthetic,144,4.8,0,10,0.8637,3.42,20.5
590CDCFA,Security Engineer,Director,Axiom Labs,Logistics,"Chicago, IL",26-09-2025,155,1,6,0.8018,1.67,5.0,5.1667,0.2,11,open,1,synthetic,155,5.1667,1,6,0.8018,1.67,5.0
14B139E5,Site Reliability Engineer,Principal,Cipher Intelligence,Education,"Denver, CO",20-02-2026,22,0,2,0.184385847,1.58,0.76,0.7333,1.0,4,closed,0,synthetic,22,0.7333,0,2,0.184385847,1.58,0.76
7EC963E4,Data Analyst,Director,Nexus Dynamics,Media,"Phoenix, AZ",18-07-2025,225,0,12,0.929,4.83,19.3333,7.5,0.126619631,15,closed,1,synthetic,225,7.5,0,12,0.929,4.83,19.3333
B1893C1F,Site Reliability Engineer,Principal,Flux Studio,Finance,"Los Angeles, CA",26-01-2026,33,0,1,0.1522,1.17,0.6667,1.1,1.0,1,closed,0,synthetic,33,1.1,0,1,0.1522,1.17,0.6667
B29C9FC5,Platform Engineer,Senior,Prism Innovations,Retail,"New York, NY",08-08-2025,204,0,5,0.802,4.58,110.0,6.8,0.0,41,open,1,synthetic,204,6.8,0,5,0.802,4.58,110.0
BEF4B49E,Operations Manager,Junior,Opus Consulting,Education,"Toronto, CA",27-02-2026,1,0,1,0.0463,0.75,0.5,0.0333,1.0,8,closed,0,synthetic,1,0.0333,0,1,0.0463,0.75,0.5
3E52BE8C,QA Engineer,Principal,Neon Ventures,Retail,"Seattle, WA",24-02-2026,4,0,1,0.2534,0.75,1.125,0.1333,0.8889,1,closed,0,synthetic,4,0.1333,0,1,0.2534,0.75,1.125
FC5055E1,QA Engineer,Mid-level,Vertex Partners,Logistics,"Denver, CO",25-01-2026,34,0,1,0.0373,1.58,0.95,1.1333,1.0,10,closed,0,synthetic,34,1.1333,0,1,0.0373,1.58,0.95
0AE2477B,Financial Analyst,Senior,Zenith Dynamics,Healthcare,"Atlanta, GA",14-01-2026,45,0,0,0.3164,1.5,1.2,1.5,0.8333,3,open,0,synthetic,45,1.5,0,0,0.3164,1.5,1.2
8F8B4722,Platform Engineer,Junior,Catalyst Studio,Logistics,"Los Angeles, CA",08-08-2025,204,0,3,0.6743,2.08,25.0,6.8,0.04,14,open,1,synthetic,204,6.8,0,3,0.6743,2.08,25.0
073BD0CC,QA Engineer,Senior,Pulse Studio,Consulting,"Chicago, IL",24-02-2026,4,0,0,0.0823,1.58,1.3571,0.1333,0.7368,9,open,0,synthetic,4,0.1333,0,0,0.0823,1.58,1.3571
4EB00DEF,Financial Analyst,Director,Pulse Partners,Finance,"Miami, FL",06-02-2026,22,0,1,0.1436,0.58,0.875,0.7333,1.0,1,closed,0,synthetic,22,0.7333,0,1,0.1436,0.58,0.875
41D986D8,Operations Manager,Principal,Iris Labs,Manufacturing,"Seattle, WA",18-12-2025,72,0,7,0.8042,3.08,9.25,2.4,0.1081,24,open,1,synthetic,72,2.4,0,7,0.8042,3.08,9.25
93758BAE,Business Analyst,Senior,Orion Networks,Media,"Berlin, DE",24-04-2025,310,1,7,0.9599,4.67,14.0,10.3333,0.0714,33,open,1,synthetic,310,10.3333,1,7,0.9599,4.67,14.0
42E87676,Technical Lead,Intern,Ionic Group,Finance,"Berlin, DE",12-02-2026,16,0,1,0.1485,1.17,1.5556,0.5333,0.6429,10,open,0,synthetic,16,0.5333,0,1,0.1485,1.17,1.5556
